a1,a2,a3,a4,load,failure
3.6568705599787266,3.799301014634464,3.1969254833853387,2.97563731841392,0.0,1
3.514451278627871,4.051340218336755,3.1160871479872485,4.032697323756361,0.0,1
3.4824524886289137,3.6660355492105756,3.01737757598883,3.3039879012985858,0.0,1
3.1234453576255876,3.338052518887518,2.6676926809767703,2.6142471060856014,0.0,1
3.467990967533648,4.119874836567547,3.2754921338194642,3.3391129114270774,0.0,1
3.384301259871037,3.5417709256916674,2.9168014286437773,2.7649892879501166,0.0,1
3.513783296740992,3.9787978227480596,3.2086238216225236,3.478896191920708,0.0,1
3.4929804236165825,3.4718267766391615,2.95691384899228,2.8584707204629987,0.0,1
3.3262380534047815,3.6661215555626177,2.9988690915415623,3.0684247554703794,0.0,1
3.680959759907958,3.9321400040744727,3.273055587743566,3.600893865541209,0.0,1
3.7323183196450502,3.929939098020363,3.163370307609369,3.50316554452191,0.0,1
3.8807732690298278,3.83844883088918,3.1954481711920324,3.5706626621767246,0.0,1
3.759156448141066,3.6819273880933774,2.905888971133407,3.280324505960601,0.0,1
3.9300378097754787,4.05039342519089,2.988274746981448,3.219664875147379,0.0,1
3.2891347459733167,3.9870375258960933,2.9409868082306874,3.3007028023425704,0.0,1
3.649431059061696,4.176875454050846,3.189043882261265,3.5170157179384454,0.0,1
3.0248516724270527,3.674113019680714,2.8138949745667485,2.676963930611625,0.0,1
3.6410174587787036,4.151475654541014,3.0458315253172668,3.0974148249707207,0.0,1
3.9798439798865455,4.436722570803132,3.5865564403732018,4.416140356708482,0.0,1
3.1407316863899135,3.6139179695798305,2.8169219634237663,2.980856313719098,0.0,1
3.269779191345527,3.3754919173886195,2.6988896077682063,2.9004199865455784,0.0,1
3.440290685930947,3.71753753014839,2.9049357880782956,3.082387888220465,0.0,1
3.8083624714459705,4.423525643492476,3.3007003661525416,3.2549505222231714,0.0,1
3.3504424771837438,3.749301275300153,2.924137416245551,3.2664202559405724,0.0,1
3.5601729180626918,3.7381102319844093,2.99591944265646,3.3331481917629593,0.0,1
3.472581092494769,3.960215140371657,3.334026500915788,3.3668298435750534,0.0,1
3.523579103285618,3.741007288877004,2.921404779296063,3.0710175589486757,0.0,1
3.482352060555447,3.5962735419352287,3.0011296363593303,3.7194102672877043,0.0,1
3.3739734942103072,3.634582423561705,3.043865591474295,2.984744081377173,0.0,1
3.3314050351172573,3.8635035803036666,3.056260168065093,3.138226649245369,0.0,1
3.2584658230442685,3.737976850280371,2.895726938655484,3.362810912713625,0.0,1
3.229210972974629,3.593685474603827,2.754365212227462,2.5576828822836095,0.0,1
3.351229444962139,3.8473814121327274,2.9978174236526103,3.5060323308944836,0.0,1
3.4790247209156204,3.764936081062379,2.918138683325554,3.0496719255042803,0.0,1
3.9387026334092092,4.458213877070345,3.346656240981623,3.6138040793139634,0.0,1
4.12369151342948,4.561556395863881,3.5201616584767446,4.260765969477005,0.0,1
3.7516866103268023,3.58309852077606,3.0358828277427863,3.114030621217005,0.0,1
3.7795179229749833,4.055187651514949,3.362527731742787,3.381194100104361,0.0,1
3.869817653776514,4.11777013993562,3.274150840101008,3.3753990643306047,0.0,1
3.4624737331889124,3.8135447799022897,3.0430899961243436,2.87896120485468,0.0,1
3.4736828055076523,4.216683922730729,3.1730495533604417,3.287078059107586,0.0,1
3.4535718246491083,3.7652892603084545,3.027985260220616,3.451684101818869,0.0,1
3.372559048085701,3.858657671623781,3.021663086195768,3.2561981247834866,0.0,1
3.776250553059948,4.120661352056629,3.3446873301038513,3.330868160247854,0.0,1
3.736428612020914,3.8894627629076424,3.1636825497610883,3.670979056935859,0.0,1
3.4148753979553326,3.542909904881492,3.0529957983695537,3.0251003085163286,0.0,1
3.517706858948811,3.9613422029769993,3.152956848337258,3.055132795912401,0.0,1
3.3485070486394366,3.611344927336352,2.876133521140049,3.168945224105368,0.0,1
3.442304252572616,4.037992853109377,3.0172056011451476,3.2847964230376645,0.0,1
3.133970684134326,3.3412727324009346,2.6518983223709096,3.0790560353341596,0.0,1
3.1715103772735573,3.765346021519326,2.8499587051463138,2.925816577176793,0.0,1
3.4143022791694295,3.692705923897726,2.843210194769996,2.9549613529107246,0.0,1
3.505287359563225,3.967750081078623,3.199411834819484,3.569893566135953,0.0,1
3.3169443143099127,3.8133856770382732,2.987331819921418,3.39619800978303,0.0,1
3.4753411869317934,3.547272044301777,2.829415019696583,2.9186351108580335,0.0,1
3.321684520935666,4.028354216833994,3.045033343571201,3.3255155087842345,0.0,1
3.70621393649951,4.242215100223338,3.165263573251356,3.210915581593711,0.0,1
3.338606230004849,3.7257416731125255,2.8095238490278995,3.2601263400316083,0.0,1
3.605326840389173,4.207140676462216,3.3184302089035866,3.5168931144778335,0.0,1
3.2617989176121944,3.8736723405165194,2.9765357021910317,2.911015192078147,0.0,1
3.746500383907406,3.933431211316966,3.127431406186033,3.392287364299386,0.0,1
3.701117994311165,3.933742778610912,3.2274338041501793,3.7382499635183493,0.0,1
3.5765146661225167,4.501963068761396,3.3180744374118825,3.5213194107722146,0.0,1
3.7666367973081547,3.947071782860908,3.2608399656506935,3.359491820516718,0.0,1
3.7889735630745616,4.2081163377967,3.0863622419885353,3.094074051365517,0.0,1
3.879103532009701,3.9646954921428676,3.143914087790146,3.180814906208411,0.0,1
3.655063228703173,3.9862975574435793,3.196755457725963,3.2190216709090653,0.0,1
3.7811719765790937,4.359644094158646,3.2255697698334114,3.5528461775240374,0.0,1
3.417955826565408,4.160812195489929,3.193001260080523,3.1875588748587576,0.0,1
3.6408375546944134,4.192723827848683,3.1650883025253935,3.55944042051021,0.0,1
3.469189385800659,4.370871025203907,3.2048790287167157,4.034059747422104,0.0,1
3.4324722450495586,3.766848438431546,3.0193130415595326,3.3368602602709307,0.0,1
3.166614222812588,3.5340949509199664,2.683241879612933,2.8393900395206435,0.0,1
3.695103095799462,4.378857563793403,3.0728338124895456,3.462704603135033,0.0,1
3.6751393517438253,3.930939585492271,3.1161335516663033,3.0709917377631197,0.0,1
3.321740438066316,4.020503255923807,3.144351599885395,3.508934864993984,0.0,1
3.6220489945050582,4.178135607888632,3.181454241574178,3.2331378107027997,0.0,1
3.9442605270679576,4.169452620283917,3.328704009284069,3.2192479837360355,0.0,1
3.5923655984026355,3.942701740241272,3.366140862882477,3.3084612956464663,0.0,1
3.4479765200084014,3.693199900703455,3.177726849578821,3.1759897966027384,0.0,1
3.6386443551878274,3.853504618858898,3.2680639377488014,3.335725571288308,0.0,1
3.603511481327594,3.9571757265061054,3.1662662755833835,2.9932069293098817,0.0,1
3.753420797638014,3.4646150118247823,2.991305214218827,2.965486196583624,0.0,1
3.3380412821368917,3.5046078950589017,3.0371718337365006,2.853177059456002,0.0,1
3.7277574660296353,4.318174962260504,3.5398947688254117,3.503499113571641,0.0,1
3.597203201101599,4.037261834170915,3.2169917342613594,3.2729340356581655,0.0,1
4.021271025283677,4.223951097815812,3.4025393741249803,3.4618175004432783,0.0,1
3.9392933388506055,4.291890891905378,3.3914233953816866,4.202312370482833,0.0,1
3.690585110777523,3.743780453432603,3.173300001715982,3.3670833993390232,10.0,1
3.4315119690014413,3.9524677795832464,3.291188343830411,3.1476373332313385,10.0,1
4.087284581289654,4.122869546547604,3.2215664029988367,3.3918491353097417,10.0,1
3.9273982604565454,4.147926522986276,3.4005644544040523,3.986988181886921,10.0,1
3.446370157187684,3.865120182190757,3.2694089223927896,3.539632466791864,10.0,1
3.8105452634334473,4.374977743479113,3.3775267322730422,3.570480115681467,10.0,1
3.8883302788886316,4.082594133610634,3.3617632419062398,3.5247196494231767,10.0,1
3.8110425510865618,4.34553318872959,3.24204397595858,3.3760793705215826,10.0,1
3.5169649101601936,3.5676881496578403,2.9118137842267284,3.0894907561466876,10.0,1
3.4506897903554585,3.7975696096037783,2.9890532346825975,3.3954947984664545,10.0,1
3.404523465831802,3.926774060171588,3.107915309238177,3.005023674277915,10.0,1
3.544364325400326,3.9560584866170405,3.070554616440115,3.271777311277557,10.0,1
3.6573652530797527,4.236905433750751,3.4041594218557707,3.7982591740656733,10.0,1
3.3383799685248934,3.43730624587319,3.019590176060529,3.2009457158966517,10.0,1
3.25064871303101,3.6447947397717466,2.835291329358123,3.0239075319696913,10.0,1
3.6093394562447303,3.946912981540094,3.073526921896658,3.2732798231869493,10.0,1
3.723700579886589,4.7465557326407595,3.5155440757392284,3.774347575111586,10.0,1
3.0310770201216037,3.4710528052713103,2.7283202282781134,2.997494009506437,10.0,1
3.804931337291903,4.188385003547988,3.1786275658018774,3.4322836377586716,10.0,1
3.801502173528766,3.891708200694282,3.228997916231224,3.3113606636567763,10.0,1
3.665937535783618,3.84652955586866,3.1667575584049397,3.463315448198971,10.0,1
3.5878105315686324,4.105751691039755,3.2235042001677026,3.939958641164958,10.0,1
3.307392404634642,3.472235838182424,2.889545335176714,2.9344853706041767,10.0,1
3.568112847331965,3.9110686192026187,2.934538002559196,3.2453919804314038,10.0,1
